session	challenge	difficulty	qubits	method	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	validation	status	source_path	notes
quantum_peak_session	8_1	very easy	8	collector_snapshot	collector_selected:8_1	collector_selected	1	10101101	sample_fraction	0.9126378477396644			0.9126378477396644	1	exact	exact	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	exact_statevector
quantum_peak_session	8_1	very easy	8	exact_statevector	collector_evidence:8_1:1	collector_evidence	1	10101101	sample_fraction	0.9126378477396644			0.9126378477396644	1	exact	exact	agent_work/exact_baseline/peaks_exact.csv	collector priority 100
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	1	10101101	probability	0.9126378477396644			0.9126378477396644	1	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	2	00101101	probability	0.03791185128794029			0.03791185128794029	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	3	10101001	probability	0.01183411950021498			0.01183411950021498	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	4	10101111	probability	0.011834069610118906			0.011834069610118906	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	5	10101110	probability	0.011833411773848073			0.011833411773848073	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	6	10101000	probability	0.011833361888252496			0.011833361888252496	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	7	00101001	probability	0.0004916006713145274			0.0004916006713145274	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	exact_statevector	exact_statevector	exact_top	8	00101111	probability	0.0004915985988320991			0.0004915985988320991	0	exact	ok	agent_work/exact_baseline/peaks_exact.jsonl	-
quantum_peak_session	8_1	very easy	8	peaked_mpo_mps	challenge-8_1.peaked_mpo_mps	marginal_candidate	1	10101101	margin	0.46011586774681057				1		ok	outputs/peaked_circuit_sim_pilot/json/challenge-8_1.peaked_mpo_mps.json	-
quantum_peak_session	8_1	very easy	8	quimb_cpu_all	collector_evidence:8_1:2	collector_evidence	2	10101101	sample_fraction	0.9013671875			0.9013671875	1	correct	correct	outputs/tree_tensor_sim/all_cpu/json/challenge-8_1.quimb_tree_graph_mps.json	collector priority 80
