session	challenge	difficulty	qubits	method	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	validation	status	source_path	notes
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	collector_evidence:8_11:2	collector_evidence	2	01001110	sample_fraction	0.52734375			0.52734375	1	correct	correct	outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	collector priority 90
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	final_candidate	1	01001110	margin	0.21953664921999771				1	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	marginal_candidate	1	01001110	margin	0.21953664921999771				1	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	1	01001110	sample_fraction	0.52734375	540		0.52734375	1	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	2	01101111	sample_fraction	0.083984375	86		0.083984375	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	3	00001110	sample_fraction	0.0419921875	43		0.0419921875	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	4	10101110	sample_fraction	0.0419921875	43		0.0419921875	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	5	01100110	sample_fraction	0.03515625	36		0.03515625	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	6	11101110	sample_fraction	0.03125	32		0.03125	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	7	01001111	sample_fraction	0.02734375	28		0.02734375	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	8	11100111	sample_fraction	0.0205078125	21		0.0205078125	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
tree_tensor_sim_session	8_11	easy	8	quimb_gpu_all	challenge-8_11.quimb_tree_graph_mps	sample_top	9	01000111	sample_fraction	0.0166015625	17		0.0166015625	0	"{""candidate_results"":{""final_qiskit_order"":true,""marginal_qiskit_order"":true,""sample_top_qiskit_order"":true},""known_answer_qiskit_order"":""01001110"",""status"":""correct""}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-8_11.quimb_tree_graph_mps.json	-
