session	challenge	difficulty	qubits	method	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	validation	status	source_path	notes
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps	final_candidate	1	1010101011001000	probability	0.46696962421755955			0.46696962421755955	1	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	statevector_exact
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial1:rcm:bd64:seed20260605	sample_top	1	0010101011001000	sample_fraction	0.0447998046875	367		0.0447998046875	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial2:rcm:bd128:seed20260606	sample_top	1	0010101011001000	sample_fraction	0.0428466796875	351		0.0428466796875	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial3:spectral:bd64:seed20260607	sample_top	1	0010101011001000	sample_fraction	0.043701171875	358		0.043701171875	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial4:spectral:bd128:seed20260608	sample_top	1	0010101011001000	sample_fraction	0.0384521484375	315		0.0384521484375	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial5:mincut:bd64:seed20260609	sample_top	1	0010101011001000	sample_fraction	0.03857421875	316		0.03857421875	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial6:mincut:bd128:seed20260610	sample_top	1	0010101011001000	sample_fraction	0.0394287109375	323		0.0394287109375	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial7:greedy:bd64:seed20260611	sample_top	1	0010101011001000	sample_fraction	0.038330078125	314		0.038330078125	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial8:greedy:bd128:seed20260612	sample_top	1	0010101011001000	sample_fraction	0.0413818359375	339		0.0413818359375	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
tree_tensor_sim_session	16_2	very easy	16	aer_tree_mps_all	challenge-16_2.tree_tensor_mps:trial1:rcm:bd64:seed20260605	sample_top	2	0010101011001100	sample_fraction	0.00537109375	44		0.00537109375	0	"{""bit_order_note"":""Right-most bit is qubit 0."",""final_matches_known"":true,""known_answer"":""1010101011001000"",""known_answers_are_qiskit_counts_order"":true}"	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-16_2.tree_tensor_mps.json	-
