session	challenge	difficulty	qubits	method	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	validation	status	source_path	notes
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	aggregate_rank	1	01001110	aggregate_fraction	0.5428936298076923		7227	0.5428936298076923	1	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	aggregate_rank	2	01101111	aggregate_fraction	0.0693359375		923	0.0693359375	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	aggregate_rank	3	01100110	aggregate_fraction	0.039137620192307696		521	0.039137620192307696	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	aggregate_rank	4	00001110	aggregate_fraction	0.034329927884615384		457	0.034329927884615384	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	aggregate_rank	5	10101110	aggregate_fraction	0.03290264423076923		438	0.03290264423076923	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	collector_evidence:8_11:4	collector_evidence	4	01001110	sample_fraction	1.000			1.000	1	stable_high_config	stable_high_config	agent_work/mps_distill/summaries/pilot_candidates.tsv	collector priority 40
tree_tensor_sim_session	8_11	easy	8	aer_mps_pilot	mps_distill_pilot	top1_vote_rank	1	01001110	vote_fraction	1.0		6	1.0	1	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	aggregate_rank	1	1111000101101011	aggregate_fraction	0.4746844951923077		6319	0.4746844951923077	1	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	aggregate_rank	2	1011000101101011	aggregate_fraction	0.06888521634615384		917	0.06888521634615384	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	aggregate_rank	3	1111010101101010	aggregate_fraction	0.06715745192307693		894	0.06715745192307693	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	aggregate_rank	4	1111010101101011	aggregate_fraction	0.06693209134615384		891	0.06693209134615384	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	aggregate_rank	5	1110010101101011	aggregate_fraction	0.04852764423076923		646	0.04852764423076923	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	collector_evidence:16_12:4	collector_evidence	4	1111000101101011	sample_fraction	1.000			1.000	1	stable_high_config	stable_high_config	agent_work/mps_distill/summaries/pilot_candidates.tsv	collector priority 40
tree_tensor_sim_session	16_12	easy	16	aer_mps_pilot	mps_distill_pilot	top1_vote_rank	1	1111000101101011	vote_fraction	1.0		6	1.0	1	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	mps_distill_pilot	aggregate_rank	1	0101110101001110011000111011100110010110	aggregate_fraction	0.471283255086072		6023	0.471283255086072	1	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	mps_distill_pilot	aggregate_rank	2	0101110101001110011000111011100110000110	aggregate_fraction	0.1298904538341158		1660	0.1298904538341158	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	mps_distill_pilot	aggregate_rank	3	0101110101001110011000111011100010010110	aggregate_fraction	0.030985915492957747		396	0.030985915492957747	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	mps_distill_pilot	aggregate_rank	4	1101110101001110011000111011100110011110	aggregate_fraction	0.030359937402190923		388	0.030359937402190923	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	mps_distill_pilot	aggregate_rank	5	0101110101001110011000111111100110010110	aggregate_fraction	0.022065727699530517		282	0.022065727699530517	0	stable_high_config	stable_high_config	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	-
tree_tensor_sim_session	40_16	easy	40	aer_mps_pilot	collector_evidence:40_16:4	collector_evidence	4	0101110101001110011000111011100110010110	sample_fraction	1.000			1.000	1	stable_high_config	stable_high_config	agent_work/mps_distill/summaries/pilot_candidates.tsv	collector priority 40
