session	challenge	difficulty	qubits	method	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	validation	status	source_path	notes
tree_tensor_sim_session	56_24	easy	56	sparse_beam	collector_evidence:56_24:4	collector_evidence	4	01011011111110101100100010101111111101111011100110101010	sample_fraction	0.00014517357410813328			0.00014517357410813328	0	unknown	unknown	outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	collector priority 45
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	1	01011011111110101100100010101111111101111011100110101010	weight	8.767640275004183e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	2	01010011111110101100100010101111111101011011100110100011	weight	8.767640275004183e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	3	01011011111110101100100010101111111101011011100110101010	weight	8.767640275004179e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	4	01010011111110101100100010101111111101011011100110101010	weight	8.767640275004179e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	5	01011011111110101100100010101111111101111011100110100011	weight	8.767640275004177e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	6	01011011111110101100100010101111111101011011100110100011	weight	8.767640275004177e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	7	01010011111110101100100010101111111101111011100110101010	weight	8.767640275004177e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	56_24	easy	56	sparse_beam	challenge-56_24.beam20000	sparse_beam	8	01010011111110101100100010101111111101111011100110100011	weight	8.767640275004169e-44				0		ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/sparse_beam/json/challenge-56_24.beam20000.json	-
tree_tensor_sim_session	64_25	easy	64	sparse_beam	collector_evidence:64_25:4	collector_evidence	4	0111011001100010011000001100001010000011110010010111100000101110	sample_fraction	8.904297254540808e-05			8.904297254540808e-05	0	unknown	unknown	outputs/tree_tensor_sim/sparse_beam/json/challenge-64_25.beam20000.json	collector priority 45
